原始词语,ABCD,ABDC,ACBD,ACDB,ADBC,ADCB,BACD,BADC,BCAD,BCDA,BDAC,BDCA,CABD,CADB,CBAD,CBDA,CDAB,CDBA,DABC,DACB,DBAC,DBCA,DCAB,DCBA,COL_1,COL_2,COL_3,COL_4,COL_5,COL_6,COL_7,COL_8,COL_9,COL_10,COL_11,COL_12,COL_13,COL_14,COL_15,COL_16,COL_17,COL_18,COL_19,COL_20,COL_21,COL_22,COL_23,COL_24,COL_25,COL_26,COL_27,COL_28,COL_29,COL_30,COL_31,COL_32,COL_33,COL_34,COL_35,COL_36,COL_37,COL_38,COL_39,COL_40,COL_41,COL_42,COL_43,COL_44,COL_45,COL_46,COL_47,COL_48,COL_49,COL_50,COL_51,COL_52,COL_53,COL_54,COL_55,COL_56,COL_57,COL_58,COL_59,COL_60,COL_61,COL_62,COL_63,COL_64,COL_65,COL_66,COL_67,COL_68,COL_69,COL_70,COL_71,COL_72,COL_73,COL_74,COL_75,COL_76,COL_77,COL_78,COL_79,COL_80,COL_81,COL_82,COL_83,COL_84,COL_85,COL_86,COL_87,COL_88,COL_89,COL_90,COL_91,COL_92,COL_93,COL_94,COL_95
博学多才,博学才多,博多学才,博多才学,博才学多,博才多学,学博多才,学博才多,学多博才,学多才博,学才博多,学才多博,多博学才,多博才学,多学博才,多学才博,多才博学,多才学博,才博学多,才博多学,才学博多,才学多博,才多博学,才多学博,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
半信半疑,半信疑半,半半信疑,半半疑信,半疑信半,半疑半信,信半半疑,信半疑半,信半半疑,信半疑半,信疑半半,信疑半半,半半信疑,半半疑信,半信半疑,半信疑半,半疑半信,半疑信半,疑半信半,疑半半信,疑信半半,疑信半半,疑半半信,疑半信半,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
破顔一笑,破顔笑一,破一顔笑,破一笑顔,破笑顔一,破笑一顔,顔破一笑,顔破笑一,顔一破笑,顔一笑破,顔笑破一,顔笑一破,一破顔笑,一破笑顔,一顔破笑,一顔笑破,一笑破顔,一笑顔破,笑破顔一,笑破一顔,笑顔破一,笑顔一破,笑一破顔,笑一顔破,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
百折不撓,百折撓不,百不折撓,百不撓折,百撓折不,百撓不折,折百不撓,折百撓不,折不百撓,折不撓百,折撓百不,折撓不百,不百折撓,不百撓折,不折百撓,不折撓百,不撓百折,不撓折百,撓百折不,撓百不折,撓折百不,撓折不百,撓不百折,撓不折百,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
百発百中,百発中百,百百発中,百百中発,百中発百,百中百発,発百百中,発百中百,発百百中,発百中百,発中百百,発中百百,百百発中,百百中発,百発百中,百発中百,百中百発,百中発百,中百発百,中百百発,中発百百,中発百百,中百百発,中百発百,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
百聞百見,百聞見百,百百聞見,百百見聞,百見聞百,百見百聞,聞百百見,聞百見百,聞百百見,聞百見百,聞見百百,聞見百百,百百聞見,百百見聞,百聞百見,百聞見百,百見百聞,百見聞百,見百聞百,見百百聞,見聞百百,見聞百百,見百百聞,見百聞百,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
抱腹絶倒,抱腹倒絶,抱絶腹倒,抱絶倒腹,抱倒腹絶,抱倒絶腹,腹抱絶倒,腹抱倒絶,腹絶抱倒,腹絶倒抱,腹倒抱絶,腹倒絶抱,絶抱腹倒,絶抱倒腹,絶腹抱倒,絶腹倒抱,絶倒抱腹,絶倒腹抱,倒抱腹絶,倒抱絶腹,倒腹抱絶,倒腹絶抱,倒絶抱腹,倒絶腹抱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
無為自然,無為然自,無自為然,無自然為,無然為自,無然自為,為無自然,為無然自,為自無然,為自然無,為然無自,為然自無,自無為然,自無然為,自為無然,自為然無,自然無為,自然為無,然無為自,然無自為,然為無自,然為自無,然自無為,然自為無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
無念無想,無念想無,無無念想,無無想念,無想念無,無想無念,念無無想,念無想無,念無無想,念無想無,念想無無,念想無無,無無念想,無無想念,無念無想,無念想無,無想無念,無想念無,想無念無,想無無念,想念無無,想念無無,想無無念,想無念無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
無病息災,無病災息,無息病災,無息災病,無災病息,無災息病,病無息災,病無災息,病息無災,病息災無,病災無息,病災息無,息無病災,息無災病,息病無災,息病災無,息災無病,息災病無,災無病息,災無息病,災病無息,災病息無,災息無病,災息病無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
無理無体,無理体無,無無理体,無無体理,無体理無,無体無理,理無無体,理無体無,理無無体,理無体無,理体無無,理体無無,無無理体,無無体理,無理無体,無理体無,無体無理,無体理無,体無理無,体無無理,体理無無,体理無無,体無無理,体無理無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
文人墨客,文人客墨,文墨人客,文墨客人,文客人墨,文客墨人,人文墨客,人文客墨,人墨文客,人墨客文,人客文墨,人客墨文,墨文人客,墨文客人,墨人文客,墨人客文,墨客文人,墨客人文,客文人墨,客文墨人,客人文墨,客人墨文,客墨文人,客墨人文,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
門前成市,門前市成,門成前市,門成市前,門市前成,門市成前,前門成市,前門市成,前成門市,前成市門,前市門成,前市成門,成門前市,成門市前,成前門市,成前市門,成市門前,成市前門,市門前成,市門成前,市前門成,市前成門,市成門前,市成前門,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
以毒制毒,以毒毒制,以制毒毒,以制毒毒,以毒毒制,以毒制毒,毒以制毒,毒以毒制,毒制以毒,毒制毒以,毒毒以制,毒毒制以,制以毒毒,制以毒毒,制毒以毒,制毒毒以,制毒以毒,制毒毒以,毒以毒制,毒以制毒,毒毒以制,毒毒制以,毒制以毒,毒制毒以,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
英雄豪傑,英雄傑豪,英豪雄傑,英豪傑雄,英傑雄豪,英傑豪雄,雄英豪傑,雄英傑豪,雄豪英傑,雄豪傑英,雄傑英豪,雄傑豪英,豪英雄傑,豪英傑雄,豪雄英傑,豪雄傑英,豪傑英雄,豪傑雄英,傑英雄豪,傑英豪雄,傑雄英豪,傑雄豪英,傑豪英雄,傑豪雄英,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
遠慮近憂,遠慮憂近,遠近慮憂,遠近憂慮,遠憂慮近,遠憂近慮,慮遠近憂,慮遠憂近,慮近遠憂,慮近憂遠,慮憂遠近,慮憂近遠,近遠慮憂,近遠憂慮,近慮遠憂,近慮憂遠,近憂遠慮,近憂慮遠,憂遠慮近,憂遠近慮,憂慮遠近,憂慮近遠,憂近遠慮,憂近慮遠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
偕老同穴,偕老穴同,偕同老穴,偕同穴老,偕穴老同,偕穴同老,老偕同穴,老偕穴同,老同偕穴,老同穴偕,老穴偕同,老穴同偕,同偕老穴,同偕穴老,同老偕穴,同老穴偕,同穴偕老,同穴老偕,穴偕老同,穴偕同老,穴老偕同,穴老同偕,穴同偕老,穴同老偕,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
夏炉冬扇,夏炉扇冬,夏冬炉扇,夏冬扇炉,夏扇炉冬,夏扇冬炉,炉夏冬扇,炉夏扇冬,炉冬夏扇,炉冬扇夏,炉扇夏冬,炉扇冬夏,冬夏炉扇,冬夏扇炉,冬炉夏扇,冬炉扇夏,冬扇夏炉,冬扇炉夏,扇夏炉冬,扇夏冬炉,扇炉夏冬,扇炉冬夏,扇冬夏炉,扇冬炉夏,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
佳人薄命,佳人命薄,佳薄人命,佳薄命人,佳命人薄,佳命薄人,人佳薄命,人佳命薄,人薄佳命,人薄命佳,人命佳薄,人命薄佳,薄佳人命,薄佳命人,薄人佳命,薄人命佳,薄命佳人,薄命人佳,命佳人薄,命佳薄人,命人佳薄,命人薄佳,命薄佳人,命薄人佳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
家内安全,家内全安,家安内全,家安全内,家全内安,家全安内,内家安全,内家全安,内安家全,内安全家,内全家安,内全安家,安家内全,安家全内,安内家全,安内全家,安全家内,安全内家,全家内安,全家安内,全内家安,全内安家,全安家内,全安内家,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
感慨無量,感慨量無,感無慨量,感無量慨,感量慨無,感量無慨,慨感無量,慨感量無,慨無感量,慨無量感,慨量感無,慨量無感,無感慨量,無感量慨,無慨感量,無慨量感,無量感慨,無量慨感,量感慨無,量感無慨,量慨感無,量慨無感,量無感慨,量無慨感,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
臨戦態勢,臨戦勢態,臨態戦勢,臨態勢戦,臨勢戦態,臨勢態戦,戦臨態勢,戦臨勢態,戦態臨勢,戦態勢臨,戦勢臨態,戦勢態臨,態臨戦勢,態臨勢戦,態戦臨勢,態戦勢臨,態勢臨戦,態勢戦臨,勢臨戦態,勢臨態戦,勢戦臨態,勢戦態臨,勢態臨戦,勢態戦臨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
離合集散,離合散集,離集合散,離集散合,離散合集,離散集合,合離集散,合離散集,合集離散,合集散離,合散離集,合散集離,集離合散,集離散合,集合離散,集合散離,集散離合,集散合離,散離合集,散離集合,散合離集,散合集離,散集離合,散集合離,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
理非曲直,理非直曲,理曲非直,理曲直非,理直非曲,理直曲非,非理曲直,非理直曲,非曲理直,非曲直理,非直理曲,非直曲理,曲理非直,曲理直非,曲非理直,曲非直理,曲直理非,曲直非理,直理非曲,直理曲非,直非理曲,直非曲理,直曲理非,直曲非理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
立身出世,立身世出,立出身世,立出世身,立世身出,立世出身,身立出世,身立世出,身出立世,身出世立,身世立出,身世出立,出立身世,出立世身,出身立世,出身世立,出世立身,出世身立,世立身出,世立出身,世身立出,世身出立,世出立身,世出身立,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
利己主義,利己義主,利主己義,利主義己,利義己主,利義主己,己利主義,己利義主,己主利義,己主義利,己義利主,己義主利,主利己義,主利義己,主己利義,主己義利,主義利己,主義己利,義利己主,義利主己,義己利主,義己主利,義主利己,義主己利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
龍驤虎視,龍驤視虎,龍虎驤視,龍虎視驤,龍視驤虎,龍視虎驤,驤龍虎視,驤龍視虎,驤虎龍視,驤虎視龍,驤視龍虎,驤視虎龍,虎龍驤視,虎龍視驤,虎驤龍視,虎驤視龍,虎視龍驤,虎視驤龍,視龍驤虎,視龍虎驤,視驤龍虎,視驤虎龍,視虎龍驤,視虎驤龍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
両手両足,両手足両,両両手足,両両足手,両足手両,両足両手,手両両足,手両足両,手両両足,手両足両,手足両両,手足両両,両両手足,両両足手,両手両足,両手足両,両足両手,両足手両,足両手両,足両両手,足手両両,足手両両,足両両手,足両手両,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
良識賢察,良識察賢,良賢識察,良賢察識,良察識賢,良察賢識,識良賢察,識良察賢,識賢良察,識賢察良,識察良賢,識察賢良,賢良識察,賢良察識,賢識良察,賢識察良,賢察良識,賢察識良,察良識賢,察良賢識,察識良賢,察識賢良,察賢良識,察賢識良,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
労苦功徳,労苦徳功,労功苦徳,労功徳苦,労徳苦功,労徳功苦,苦労功徳,苦労徳功,苦功労徳,苦功徳労,苦徳労功,苦徳功労,功労苦徳,功労徳苦,功苦労徳,功苦徳労,功徳労苦,功徳苦労,徳労苦功,徳労功苦,徳苦労功,徳苦功労,徳功労苦,徳功苦労,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
羽化登仙,羽化仙登,羽登化仙,羽登仙化,羽仙化登,羽仙登化,化羽登仙,化羽仙登,化登羽仙,化登仙羽,化仙羽登,化仙登羽,登羽化仙,登羽仙化,登化羽仙,登化仙羽,登仙羽化,登仙化羽,仙羽化登,仙羽登化,仙化羽登,仙化登羽,仙登羽化,仙登化羽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
暗中模索,暗中索模,暗模中索,暗模索中,暗索中模,暗索模中,中暗模索,中暗索模,中模暗索,中模索暗,中索暗模,中索模暗,模暗中索,模暗索中,模中暗索,模中索暗,模索暗中,模索中暗,索暗中模,索暗模中,索中暗模,索中模暗,索模暗中,索模中暗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
安心立命,安心命立,安立心命,安立命心,安命心立,安命立心,心安立命,心安命立,心立安命,心立命安,心命安立,心命立安,立安心命,立安命心,立心安命,立心命安,立命安心,立命心安,命安心立,命安立心,命心安立,命心立安,命立安心,命立心安,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
意気投合,意気合投,意投気合,意投合気,意合気投,意合投気,気意投合,気意合投,気投意合,気投合意,気合意投,気合投意,投意気合,投意合気,投気意合,投気合意,投合意気,投合気意,合意気投,合意投気,合気意投,合気投意,合投意気,合投気意,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一衣帯水,一衣水帯,一帯衣水,一帯水衣,一水衣帯,一水帯衣,衣一帯水,衣一水帯,衣帯一水,衣帯水一,衣水一帯,衣水帯一,帯一衣水,帯一水衣,帯衣一水,帯衣水一,帯水一衣,帯水衣一,水一衣帯,水一帯衣,水衣一帯,水衣帯一,水帯一衣,水帯衣一,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一刻千金,一刻金千,一千刻金,一千金刻,一金刻千,一金千刻,刻一千金,刻一金千,刻千一金,刻千金一,刻金一千,刻金千一,千一刻金,千一金刻,千刻一金,千刻金一,千金一刻,千金刻一,金一刻千,金一千刻,金刻一千,金刻千一,金千一刻,金千刻一,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一期栄華,一期華栄,一栄期華,一栄華期,一華期栄,一華栄期,期一栄華,期一華栄,期栄一華,期栄華一,期華一栄,期華栄一,栄一期華,栄一華期,栄期一華,栄期華一,栄華一期,栄華期一,華一期栄,華一栄期,華期一栄,華期栄一,華栄一期,華栄期一,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一視同仁,一視仁同,一同視仁,一同仁視,一仁視同,一仁同視,視一同仁,視一仁同,視同一仁,視同仁一,視仁一同,視仁同一,同一視仁,同一仁視,同視一仁,同視仁一,同仁一視,同仁視一,仁一視同,仁一同視,仁視一同,仁視同一,仁同一視,仁同視一,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一部始終,一部終始,一始部終,一始終部,一終部始,一終始部,部一始終,部一終始,部始一終,部始終一,部終一始,部終始一,始一部終,始一終部,始部一終,始部終一,始終一部,始終部一,終一部始,終一始部,終部一始,終部始一,終始一部,終始部一,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
右顧左眄,右顧眄左,右左顧眄,右左眄顧,右眄顧左,右眄左顧,顧右左眄,顧右眄左,顧左右眄,顧左眄右,顧眄右左,顧眄左右,左右顧眄,左右眄顧,左顧右眄,左顧眄右,左眄右顧,左眄顧右,眄右顧左,眄右左顧,眄顧右左,眄顧左右,眄左右顧,眄左顧右,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
雲散霧消,雲散消霧,雲霧散消,雲霧消散,雲消散霧,雲消霧散,散雲霧消,散雲消霧,散霧雲消,散霧消雲,散消雲霧,散消霧雲,霧雲散消,霧雲消散,霧散雲消,霧散消雲,霧消雲散,霧消散雲,消雲散霧,消雲霧散,消散雲霧,消散霧雲,消霧雲散,消霧散雲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
永劫回帰,永劫帰回,永回劫帰,永回帰劫,永帰劫回,永帰回劫,劫永回帰,劫永帰回,劫回永帰,劫回帰永,劫帰永回,劫帰回永,回永劫帰,回永帰劫,回劫永帰,回劫帰永,回帰永劫,回帰劫永,帰永劫回,帰永回劫,帰劫永回,帰劫回永,帰回永劫,帰回劫永,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
英雄再起,英雄起再,英再雄起,英再起雄,英起雄再,英起再雄,雄英再起,雄英起再,雄再英起,雄再起英,雄起英再,雄起再英,再英雄起,再英起雄,再雄英起,再雄起英,再起英雄,再起雄英,起英雄再,起英再雄,起雄英再,起雄再英,起再英雄,起再雄英,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
栄枯成敗,栄枯敗成,栄成枯敗,栄成敗枯,栄敗枯成,栄敗成枯,枯栄成敗,枯栄敗成,枯成栄敗,枯成敗栄,枯敗栄成,枯敗成栄,成栄枯敗,成栄敗枯,成枯栄敗,成枯敗栄,成敗栄枯,成敗枯栄,敗栄枯成,敗栄成枯,敗枯栄成,敗枯成栄,敗成栄枯,敗成枯栄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
横行闊歩,横行歩闊,横闊行歩,横闊歩行,横歩行闊,横歩闊行,行横闊歩,行横歩闊,行闊横歩,行闊歩横,行歩横闊,行歩闊横,闊横行歩,闊横歩行,闊行横歩,闊行歩横,闊歩横行,闊歩行横,歩横行闊,歩横闊行,歩行横闊,歩行闊横,歩闊横行,歩闊行横,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
下意上達,下意達上,下上意達,下上達意,下達意上,下達上意,意下上達,意下達上,意上下達,意上達下,意達下上,意達上下,上下意達,上下達意,上意下達,上意達下,上達下意,上達意下,達下意上,達下上意,達意下上,達意上下,達上下意,達上意下,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
画蛇添足,画蛇足添,画添蛇足,画添足蛇,画足蛇添,画足添蛇,蛇画添足,蛇画足添,蛇添画足,蛇添足画,蛇足画添,蛇足添画,添画蛇足,添画足蛇,添蛇画足,添蛇足画,添足画蛇,添足蛇画,足画蛇添,足画添蛇,足蛇画添,足蛇添画,足添画蛇,足添蛇画,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
隔世遺伝,隔世伝遺,隔遺世伝,隔遺伝世,隔伝世遺,隔伝遺世,世隔遺伝,世隔伝遺,世遺隔伝,世遺伝隔,世伝隔遺,世伝遺隔,遺隔世伝,遺隔伝世,遺世隔伝,遺世伝隔,遺伝隔世,遺伝世隔,伝隔世遺,伝隔遺世,伝世隔遺,伝世遺隔,伝遺隔世,伝遺世隔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
厳寒酷暑,厳寒暑酷,厳酷寒暑,厳酷暑寒,厳暑寒酷,厳暑酷寒,寒厳酷暑,寒厳暑酷,寒酷厳暑,寒酷暑厳,寒暑厳酷,寒暑酷厳,酷厳寒暑,酷厳暑寒,酷寒厳暑,酷寒暑厳,酷暑厳寒,酷暑寒厳,暑厳寒酷,暑厳酷寒,暑寒厳酷,暑寒酷厳,暑酷厳寒,暑酷寒厳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
才気煥発,才気発煥,才煥気発,才煥発気,才発気煥,才発煥気,気才煥発,気才発煥,気煥才発,気煥発才,気発才煥,気発煥才,煥才気発,煥才発気,煥気才発,煥気発才,煥発才気,煥発気才,発才気煥,発才煥気,発気才煥,発気煥才,発煥才気,発煥気才,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三者三様,三者様三,三三者様,三三様者,三様者三,三様三者,者三三様,者三様三,者三三様,者三様三,者様三三,者様三三,三三者様,三三様者,三者三様,三者様三,三様三者,三様者三,様三者三,様三三者,様者三三,様者三三,様三三者,様三者三,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
縦横無尽,縦横尽無,縦無横尽,縦無尽横,縦尽横無,縦尽無横,横縦無尽,横縦尽無,横無縦尽,横無尽縦,横尽縦無,横尽無縦,無縦横尽,無縦尽横,無横縦尽,無横尽縦,無尽縦横,無尽横縦,尽縦横無,尽縦無横,尽横縦無,尽横無縦,尽無縦横,尽無横縦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
秀才英傑,秀才傑英,秀英才傑,秀英傑才,秀傑才英,秀傑英才,才秀英傑,才秀傑英,才英秀傑,才英傑秀,才傑秀英,才傑英秀,英秀才傑,英秀傑才,英才秀傑,英才傑秀,英傑秀才,英傑才秀,傑秀才英,傑秀英才,傑才秀英,傑才英秀,傑英秀才,傑英才秀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
